List Date,Company,Group,Sector,Sub Sector,Country of Incorporation,Market,Ord Shares,Dep Receipts,Fixed Int,Warrants,MarketCapInMillions,International Main Market,FCA Listing Category,
8-Oct-90,ASHTEAD GROUP                      ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,5254.71878376,N,Premium,
16-Sep-96,ASIA CEMENT CORP                   ,2353,Construction & Materials,Building Materials & Fixtures,TW,PSM,NO,YES,NO,NO,48.4348289617077,N,Standard,
6-Sep-10,ASIA CERAMICS HLDGS PLC            ,5375,General Retailers,Home Improvement Retailers,JE,AIM,YES,NO,NO,NO,4.9730071275,N,,
28-Jun-11,ASIA RESOURCE MINERALS PLC         ,1771,Mining,Coal,GB,Main Market,YES,NO,NO,NO,96.9852194675,N,Premium,
3-Aug-05,ASIAN CITRUS HLDGS                 ,3573,Food Producers,Farming & Fishing,BM,AIM,YES,NO,NO,NO,142.6993652175,N,,
5-Oct-06,ASIAN GROWTH PROPERTIES            ,8633,Real Estate Investment & Services,Real Estate Holding & Development,VG,AIM,YES,NO,NO,NO,141.81564992,N,,
30-Nov-09,ASIAN PLANTATIONS LTD              ,3573,Food Producers,Farming & Fishing,SG,AIM,YES,NO,NO,NO,98.83615975,N,,
26-Nov-87,ASIAN TOTAL RETURN INVEST CO PLC   ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,276.06382086,N,Premium,
3-Oct-01,ASOS                               ,5371,General Retailers,Apparel Retailers,GB,AIM,YES,NO,NO,NO,2215.7796864,N,,
30-Mar-07,ASSETCO PLC                        ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,36.637089,N,,
5-Nov-37,ASSOCIATED BRITISH ENGINEERING     ,2757,Industrial Engineering,Industrial Machinery,GB,Main Market,YES,NO,NO,NO,2.7661365,N,Premium,
1-Aug-94,ASSOCIATED BRITISH FOODS           ,3577,Food Producers,Food Products,GB,Main Market,YES,NO,NO,NO,21811.68,N,Premium,
21-Nov-03,ASSURA GROUP LTD                   ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GG,Main Market,YES,NO,NO,NO,491.5628315175,N,Premium,
1-Jun-93,ASTRAZENECA PLC                    ,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,GB,Main Market,YES,NO,NO,NO,55783.014121575,N,Premium,
24-Sep-08,ATHELNEY TRUST                     ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,4.46193225,N,Premium,
17-Feb-97,ATIA GROUP LTD                     ,1357,Chemicals,Specialty Chemicals,IL,Main Market,YES,NO,NO,NO,0,Y,,
25-Jul-96,ATKINS(WS)                         ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,1359.29050744,N,Premium,
19-Nov-07,ATLANTIC COAL PLC                  ,1771,Mining,Coal,GB,AIM,YES,NO,NO,NO,6.76068083225,N,,
10-May-96,ATLANTIS JAPAN GROWTH FUND         ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,104.407766045,N,Premium,
20-Feb-14,ATLANTIS RESOURCES LTD             ,583,Alternative Energy,Renewable Energy Equipment,SG,AIM,YES,NO,NO,NO,32.113512,N,,
23-Oct-14,ATLAS DEVLPMNT & SUPPORT SRVCS LTD ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,AIM,YES,NO,NO,NO,35.45310294,N,,
20-Dec-13,ATLAS MARA CO NVEST LTD            ,8775,General Financial,Specialty Finance,VG,Main Market,YES,NO,NO,YES,685.707848248573,Y,Standard,
19-Aug-14,ATTRAQT GROUP PLC                  ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,11.13803676,N,,
22-Aug-14,AUCTUS GROWTH PLC                  ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,2.9346,N,Standard,
20-May-14,AUDIOBOOM GRP PLC                  ,8985,Equity Investment Instruments,Equity Investment Instruments,JE,AIM,YES,NO,NO,NO,74.43011086,N,,
15-Dec-04,AUGEAN                             ,2799,Support Services,Waste & Disposal Services,GB,AIM,YES,NO,NO,NO,48.37238352,N,,
2-Apr-12,AUHUA CLEAN ENERGY PLC             ,583,Alternative Energy,Renewable Energy Equipment,JE,AIM,YES,NO,NO,NO,28.183757175,N,,
25-Apr-06,AUKETT SWANKE GROUP PLC            ,2357,Construction & Materials,Heavy Construction,GB,AIM,YES,NO,NO,NO,12.597540965,N,,
19-Jan-04,AURASIAN MINERALS PLC              ,1777,Mining,Gold Mining,GB,AIM,YES,NO,NO,NO,1.2905085515,N,,
13-Apr-11,AUREUS MINING INC                  ,1777,Mining,Gold Mining,CA,AIM,YES,NO,NO,NO,66.8899428,N,,
13-Mar-97,AURORA INVESTMENT TRUST            ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,17.819345625,N,Premium,
24-Mar-06,AURORA RUSSIA                      ,8775,General Financial,Specialty Finance,GG,AIM,YES,NO,NO,NO,11.390625,N,,
1-Feb-05,AURUM MINING                       ,1777,Mining,Gold Mining,GB,AIM,YES,NO,NO,NO,1.825599125,N,,
8-Aug-06,AVACTA GROUP PLC                   ,4535,Health Care Equipment & Services,Medical Equipment,GB,AIM,YES,NO,NO,NO,37.98187137855,N,,
6-May-10,AVANGARDCO INVESTMENTS PUBLIC LTD  ,3573,Food Producers,Farming & Fishing,CY,Main Market,NO,YES,NO,NO,61.0544999975945,Y,Standard,
14-Jan-05,AVANTA SERVICED OFFICE GROUP PLC   ,8637,Real Estate Investment & Services,Real Estate Services,GB,AIM,YES,NO,NO,NO,34.01943792,N,,
6-Oct-97,AVANTI CAPITAL                     ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,AIM,YES,NO,NO,NO,4.29377732,N,,
16-Apr-07,AVANTI COMMUNICATIONS GROUP PLC    ,6575,Mobile Telecommunications,Mobile Telecommunications,GB,AIM,YES,NO,NO,NO,266.8133057625,N,,
24-May-06,AVARAE GLOBAL COINS                ,8775,General Financial,Specialty Finance,IM,AIM,YES,NO,NO,NO,8.7933168525,N,,
6-Oct-10,AVATION PLC                        ,2777,Industrial Transportation,Transportation Services,GB,Main Market,YES,NO,NO,NO,86.0957745,N,Standard,
17-May-07,AVESCO GROUP PLC                   ,5553,Media,Broadcasting & Entertainment,GB,AIM,YES,NO,NO,NO,21.5833925,N,,
5-Dec-96,AVEVA GROUP                        ,9537,Software & Computer Services,Software,GB,Main Market,YES,NO,NO,NO,982.165248,N,Premium,
14-Oct-04,AVINGTRANS PLC                     ,2757,Industrial Engineering,Industrial Machinery,GB,AIM,YES,NO,NO,NO,38.27026396,N,,
4-Jun-90,AVIVA                              ,8575,Life Insurance,Life Insurance,GB,Main Market,YES,NO,YES,NO,15468.59102624,N,Premium,
8-Dec-11,AVOCET MINING                      ,1777,Mining,Gold Mining,GB,Main Market,YES,NO,NO,NO,10.2959514697,N,Premium,
12-Jul-49,AVON RUBBER                        ,2717,Aerospace & Defence,Defence,GB,Main Market,YES,NO,NO,NO,207.8560564,N,Premium,
23-May-05,AXA PROPERTY TRUST                 ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GG,Main Market,YES,NO,NO,NO,38.05495624,N,Premium,
22-Mar-05,AXIS BANK LTD                      ,8355,Banks,Banks,IN,PSM,NO,YES,NO,NO,0,N,Standard,
12-Apr-12,AZONTO PETROLEUM LTD               ,533,Oil & Gas Producers,Exploration & Production,AU,AIM,YES,NO,NO,NO,6.9269106,N,,
17-Jun-14,B & M EUROPEAN VALUE RETAIL SA     ,5373,General Retailers,Broadline Retailers,LU,Main Market,YES,NO,NO,NO,2487.5,Y,Premium,
2-Feb-06,B.P.MARSH & PARTNERS               ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,40.3374,N,,
8-Jun-98,B.S.D CROWN LTD                    ,9535,Software & Computer Services,Internet,IL,Main Market,YES,NO,NO,NO,55.44975502,Y,Standard,
5-Mar-98,BAA LYNTON LTD                     ,6,Debentures & Loans,Debentures & Loans,GB,Main Market,NO,NO,YES,NO,0,N,Standard,
14-Aug-89,BABCOCK INTL GROUP PLC             ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,5497.73584635,N,Premium,
25-Jul-14,BACANORA MINERALS LTD              ,1775,Mining,General Mining,CA,AIM,YES,NO,NO,NO,44.7117144825,N,,
26-Oct-12,BACIT LTD                          ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,687.62005884,N,Premium,
11-Feb-81,BAE SYSTEMS                        ,2717,Aerospace & Defence,Defence,GB,Main Market,YES,NO,NO,NO,14409.663215343,N,Premium,
15-Apr-14,BAGIR GRP LTD                      ,3763,Personal Goods,Clothing & Accessories,IL,AIM,YES,NO,NO,NO,6.152343225,N,,
16-Jun-10,BAHAMAS PETROLEUM COMPANY PLC      ,533,Oil & Gas Producers,Exploration & Production,IM,AIM,YES,NO,NO,NO,38.45247175,N,,
9-Aug-04,BAILEY(C.H.)                       ,2753,Industrial Engineering,Commercial Vehicles & Trucks,GB,AIM,YES,NO,NO,NO,12.364779375,N,,
14-Dec-81,BAILLIE GIFFORD JAPAN TRUST        ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,240.99789,N,Premium,
1-Jul-85,BAILLIE GIFFORD SHIN NIPPON        ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,94.2465006,N,Premium,
4-Nov-94,BAJAJ HLDGS & INVESTMENT LTD       ,8775,General Financial,Specialty Finance,IN,PSM,NO,YES,NO,NO,1463.55528304974,N,Standard,
28-Apr-10,BAKER STEEL RESOURCES TRUST LTD    ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,19.78014449125,N,Premium,
28-Jun-45,BALFOUR BEATTY                     ,2357,Construction & Materials,Heavy Construction,GB,Main Market,YES,NO,YES,NO,1220.361062517,N,Premium,
13-Mar-00,BANCA LOMBARDA PREFERRED SECURITIES,7,Preference,Preference,US,Main Market,NO,NO,YES,NO,0,Y,Standard,
3-Oct-88,BANCO BILBAO VIZCAYA ARGENTARIA SA ,8355,Banks,Banks,ES,Main Market,YES,NO,NO,NO,43276.1327001762,Y,Standard,
20-Dec-02,BANCO DE CHILE                     ,8355,Banks,Banks,CL,Main Market,NO,YES,NO,NO,1821.06645958825,Y,Standard,
1-Jul-05,BANCO SANTANDER SA                 ,8355,Banks,Banks,ES,Main Market,YES,NO,NO,NO,66684.43192226,Y,Standard,
30-Jun-05,BANGO                              ,9535,Software & Computer Services,Internet,GB,AIM,YES,NO,NO,NO,47.122422655,N,,
24-Oct-97,BANK AUDI S.A.L.                   ,8355,Banks,Banks,LB,Main Market,NO,YES,NO,NO,131.852671994805,Y,,
5-Oct-05,BANK MUSCAT                        ,8355,Banks,Banks,OM,Main Market,NO,YES,NO,NO,34.4598611426423,Y,Standard,
4-Apr-96,BANK OF AMERICA CORP               ,8355,Banks,Banks,US,Main Market,YES,NO,NO,NO,91888.273808044,Y,Standard,
29-Feb-12,BANK OF GEORGIA HLDGS PLC          ,8355,Banks,Banks,GB,Main Market,YES,NO,NO,NO,919.2802048,N,Premium,
18-May-98,BANK OF GREECE                     ,6,Debentures & Loans,Debentures & Loans,GR,Main Market,NO,NO,YES,NO,0,Y,Standard,
14-Jan-59,BANK OF IRELAND(GOVERNOR & CO OF)  ,8355,Banks,Banks,IE,Main Market,YES,NO,YES,NO,7944.22100487723,Y,Premium,
3-Nov-00,BANK PEKAO SA                      ,8355,Banks,Banks,PL,Main Market,NO,YES,NO,NO,139.924389994487,Y,Standard,
2-Apr-57,BANKERS INVESTMENT TRUST           ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,YES,NO,631.16150357,N,Premium,
7-Jul-05,BANKERS PETROLEUM LTD              ,533,Oil & Gas Producers,Exploration & Production,CA,AIM,YES,NO,NO,NO,594.35025,N,,
18-Feb-98,BANQUE INTL ARABE DE TUNISIE       ,8355,Banks,Banks,TN,Main Market,NO,YES,NO,NO,0,Y,Standard,
10-Apr-96,BANQUE MAROCAINE DU COMM EXTERIEUR ,8355,Banks,Banks,MA,Main Market,NO,YES,NO,NO,0,Y,Standard,
1-Feb-07,BAOBAB RESOURCES PLC               ,1775,Mining,General Mining,GB,AIM,YES,NO,NO,NO,16.50180572125,N,,
3-Aug-07,BARCLAYS BANK PLC                  ,7,Preference,Preference,GB,Main Market,NO,NO,NO,YES,0,N,Standard,
31-Dec-53,BARCLAYS PLC                       ,8355,Banks,Banks,GB,Main Market,YES,NO,NO,NO,30614.860052112,N,Premium,
18-Dec-02,BARING EMERGING EUROPE PLC         ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,117.0515951625,N,Premium,
7-Mar-69,BARLOWORLD                         ,2727,General Industrials,Diversified Industrials,ZA,Main Market,YES,NO,NO,NO,1263.9487695,Y,Standard,
14-Jul-04,BARON OIL PLC                      ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,21.820166379,N,,
13-Nov-95,BARONSMEAD VCT                     ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,83.03527106,N,Premium,
3-Apr-98,BARONSMEAD VCT 2                   ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,81.64568612,N,Premium,
30-Jan-01,BARONSMEAD VCT 3                   ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,77.405912235,N,Premium,
20-Dec-01,BARONSMEAD VCT 4                   ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,71.6805416925,N,Premium,
13-Mar-06,BARONSMEAD VCT 5 PLC               ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,48.98406071,N,Premium,
2-Apr-70,BARR(A.G.)                         ,3537,Beverages,Soft Drinks,GB,Main Market,YES,NO,NO,NO,689.51963409,N,Premium,
4-Dec-68,BARRATT DEVELOPMENTS PLC           ,3728,Household Goods,Home Construction,GB,Main Market,YES,NO,NO,NO,4085.132467776,N,Premium,
8-Jan-13,BASE RESOURCES LTD                 ,1757,Industrial Metals,Steel,AU,AIM,YES,NO,NO,NO,92.703604785,N,,
14-May-80,BASF SE                            ,1353,Chemicals,Commodity Chemicals,DE,Main Market,YES,NO,NO,NO,33714.5136319769,Y,Standard,
12-Jul-99,BATM ADVANCED COMMUNICATIONS       ,9578,Technology Hardware & Equipment,Telecommunications Equipment,IL,Main Market,YES,NO,NO,NO,62.16719602,Y,Premium,
11-Nov-60,BBA AVIATION PLC                   ,2777,Industrial Transportation,Transportation Services,GB,Main Market,YES,NO,YES,NO,1661.634825741,N,Premium,
21-Dec-11,BBGI SICAV SA                      ,8985,Equity Investment Instruments,Equity Investment Instruments,LU,Main Market,YES,NO,NO,NO,432.23045171,Y,Premium,
13-Apr-95,BBVA CAPITAL FUNDING               ,7,Preference,Preference,KY,Main Market,NO,NO,YES,NO,0,Y,Standard,
26-Mar-98,BBVA INTERNATIONAL                 ,7,Preference,Preference,ES,Main Market,NO,NO,YES,NO,0,Y,Standard,
2-Jun-99,BCB HLDGS LTD                      ,8355,Banks,Banks,BZ,AIM,YES,NO,NO,YES,17.71215415,N,,
28-May-14,BCRE BRACK CAPITAL REAL EST INV NV ,8633,Real Estate Investment & Services,Real Estate Holding & Development,NL,Main Market,YES,NO,NO,NO,209.824608384961,Y,Standard,
15-Oct-09,BEACON HILL RESOURCES PLC          ,1775,Mining,General Mining,GB,AIM,YES,NO,NO,NO,3.83802545805,N,,
24-May-11,BEALE                              ,5373,General Retailers,Broadline Retailers,GB,Main Market,YES,NO,NO,NO,2.6970818875,N,Standard,
12-Nov-02,BEAZLEY PLC                        ,8536,Nonlife Insurance,Property & Casualty Insurance,JE,Main Market,YES,NO,NO,NO,1360.4016343,N,Premium,
1-Oct-04,BEGBIES TRAYNOR GROUP PLC          ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,41.9207844,N,,
24-Oct-05,BELGRAVIUM TECHNOLOGIES            ,9572,Technology Hardware & Equipment,Computer Hardware,GB,AIM,YES,NO,NO,NO,4.7944859825,N,,
21-May-79,BELLWAY                            ,3728,Household Goods,Home Construction,GB,Main Market,YES,NO,NO,NO,2124.17443953,N,Premium,
1-Apr-10,BELLZONE MINING PLC                ,1775,Mining,General Mining,JE,AIM,YES,NO,NO,NO,0,N,,
21-Feb-12,BELVOIR LETTINGS PLC               ,8637,Real Estate Investment & Services,Real Estate Services,GB,AIM,YES,NO,NO,NO,28.8283644,N,,
18-Dec-13,BENCHMARK HLDGS PLC                ,4573,Pharmaceuticals & Biotechnology,Biotechnology,GB,AIM,YES,NO,NO,NO,115.745645275,N,,
9-May-05,BEOWULF MINING                     ,1775,Mining,General Mining,GB,AIM,YES,NO,NO,NO,7.1468795988,N,,
30-Mar-81,BERENDSEN PLC                      ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,1735.3370752,N,Premium,
16-Dec-85,BERKELEY GROUP HLDGS               ,3728,Household Goods,Home Construction,GB,Main Market,YES,NO,NO,NO,3004.5766356,N,Premium,
28-Apr-00,BERKELEY MINERAL RESOURCES PLC     ,1755,Industrial Metals,Nonferrous Metals,GB,AIM,YES,NO,NO,NO,15.9279355575,N,,
6-Dec-06,BERKELEY RESOURCES LTD             ,1775,Mining,General Mining,AU,AIM,YES,NO,NO,NO,26.122825755,N,,
14-Aug-06,BEST OF THE BEST PLC               ,5755,Travel & Leisure,Recreational Services,GB,AIM,YES,NO,NO,NO,6.185586,N,,
28-Jun-02,BET                                ,6,Debentures & Loans,Debentures & Loans,GB,Main Market,NO,NO,YES,NO,0,N,Standard,
27-Oct-10,BETFAIR GROUP PLC                  ,5752,Travel & Leisure,Gambling,GB,Main Market,YES,NO,NO,NO,1238.6007337,N,Premium,
8-Jul-10,BETTER CAPITAL PCC LD              ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,462.5904815,N,Premium,
21-Oct-05,BEXIMCO PHARMACEUTICALS            ,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,BD,AIM,NO,YES,NO,NO,65.09581393875,N,,
29-Sep-06,BEZANT RESOURCES PLC               ,1777,Mining,Gold Mining,GB,AIM,YES,NO,NO,NO,3.317581,N,,
8-Dec-86,BG GROUP                           ,537,Oil & Gas Producers,Integrated Oil & Gas,GB,Main Market,YES,NO,NO,NO,35327.2084256,N,Premium,
14-Dec-10,BH CREDIT CATALYSTS LTD            ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,189.89494208648,N,Premium,
29-May-08,BH GLOBAL LTD                      ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,730.716006581635,N,Premium,
14-Mar-07,BH MACRO LTD                       ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,1276.77477611603,N,Premium,
28-Jul-97,BHP BILLITON                       ,1775,Mining,General Mining,GB,Main Market,YES,NO,NO,NO,34014.91627458,N,Premium,
7-Jun-02,BIG YELLOW GROUP                   ,8675,Real Estate Investment Trusts,Speciality REITs,GB,Main Market,YES,NO,NO,NO,766.584977125,N,Premium,
15-Jun-05,BILLING SERVICES GROUP             ,2795,Support Services,Financial Administration,BM,AIM,YES,NO,NO,NO,7.4089948275,N,,
29-Sep-95,BILLINGTON HLDGS PLC               ,2357,Construction & Materials,Heavy Construction,GB,AIM,YES,NO,NO,NO,21.017725625,N,,
3-Jun-14,BIOFRONTERA AG                     ,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,DE,AIM,YES,NO,NO,NO,52.1619395,N,,
13-Jul-10,BIOME TECHNOLOGIES PLC             ,1357,Chemicals,Specialty Chemicals,GB,AIM,YES,NO,NO,NO,3.64103363,N,,
11-Mar-54,BIOQUELL                           ,4535,Health Care Equipment & Services,Medical Equipment,GB,Main Market,YES,NO,NO,NO,44.873478825,N,Premium,
23-Jun-97,BIOTECH GROWTH TRUST PLC (THE)     ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,373.088076375,N,Premium,
29-Apr-14,BIOVENTIX PLC                      ,4573,Pharmaceuticals & Biotechnology,Biotechnology,GB,AIM,YES,NO,NO,NO,33.7961534,N,,
14-Mar-48,BISICHI MINING                     ,1771,Mining,Coal,GB,Main Market,YES,NO,NO,NO,9.2925,N,Standard,
25-Jul-12,BLACK MOUNTAIN RESOURCES LTD       ,1775,Mining,General Mining,AU,AIM,YES,NO,NO,NO,1.525658365,N,,
14-Mar-05,BLACK SEA PROPERTY FUND(THE)       ,8985,Equity Investment Instruments,Equity Investment Instruments,JE,AIM,YES,NO,NO,NO,0.9596803545,N,,
13-Dec-05,BLACKROCK COMMODITIES INC INV TST  ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,91.0765695,N,Premium,
29-Nov-94,BLACKROCK EMERGING EUROPE PLC      ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,97.44672631375,N,Premium,
17-Dec-10,BLACKROCK FRONTIERS INVESTMENT TST ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,189.78324246,N,Premium,
20-Sep-04,BLACKROCK GREATER EUROPE INV TST   ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,281.40831732375,N,Premium,
28-Sep-09,BLACKROCK HEDGE SELECTOR LTD       ,5,Company Bonds,Company Bonds,JE,Main Market,YES,NO,NO,NO,0,N,Premium,
12-Dec-01,BLACKROCK INCOME & GROWTH INV TRUST,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,45.00575073,N,Premium,
12-Jul-90,BLACKROCK LATIN AMERICAN INV TRUST ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,184.55882695875,N,Premium,
